Depth,Salinity
75.96262,36.3481513007
76.04254,36.3507326567
76.12246,36.3533140127
76.20238,36.3626428609
76.2823,36.3635955961
76.36754,36.3645483313
76.45278,36.3655010665
76.53802,36.3664012392
76.62326,36.3673014119
76.7085,36.3672775152333
76.78308,36.3672536185667
76.85766,36.3672297219
76.93224,36.36803356255
77.00682,36.3688374032
77.0814,36.37500566175
77.156,36.3811739203
77.2306,36.37972599585
77.3052,36.3782780714
77.3798,36.3791538261667
77.4544,36.3800295809333
77.54496,36.3809053357
77.63552,36.38053877595
77.72608,36.3801722162
77.81664,36.3784863081
77.9072,36.3785283093
78.0204,36.3785703105
78.1336,36.3786123117
78.2468,36.3784076418333
78.36,36.3782029719667
78.45058,36.3779983021
78.54116,36.3774073008
78.63174,36.3768162995
78.72232,36.3761826803333
78.8129,36.3755490611667
78.89282,36.374915442
78.97274,36.3759604577
79.05266,36.37449419315
79.13258,36.3730279286
79.2125,36.3734638745667
79.28708,36.3738998205333
79.36166,36.3743357665
79.43624,36.3741299533
79.51082,36.3739241401
79.5854,36.3747804596
79.6813,36.3756367791
79.7772,36.3765273148
79.8731,36.3774178505
79.969,36.3774632971333
80.0649,36.3775087437667
80.16078,36.3775541904
80.25666,36.37830101375
80.35254,36.3790478371
80.44842,36.3792104202
80.5443,36.3793730033
80.64554,36.3795355864
80.74678,36.3796556782
80.84802,36.37938393265
80.94926,36.3791121871
81.0505,36.3784561869333
81.15704,36.3778001867667
81.26358,36.3771441866
81.37012,36.3757178699
81.47666,36.3742915532
81.5832,36.3747295115
81.7164,36.3751674698
81.8496,36.3763661017
81.9828,36.3775647336
82.116,36.3754348861667
82.21722,36.3733050387333
82.31844,36.3711751913
82.41966,36.37126777755
82.52088,36.3713603638
82.6221,36.3720559434
82.72332,36.372751523
82.82454,36.3734471026
82.92576,36.3692351746
83.02698,36.3702571038333
83.1282,36.3712790330667
83.2454,36.3723009623
83.3626,36.3701889608
83.4798,36.3680769593
83.597,36.3685560485333
83.7142,36.3690351377667
83.82608,36.369514227
83.93796,36.3702341195
84.04984,36.37720854645
84.16172,36.3841829734
84.2736,36.3887257894333
84.37482,36.3932686054667
84.47604,36.3978114215
84.57726,36.39807396975
84.67848,36.398336518
84.7797,36.3981015141
84.87028,36.3978665102
84.96086,36.3976315063
85.05144,36.396944398
85.14202,36.3967418653667
85.2326,36.3965393327333
85.30718,36.3963368001
85.38176,36.39568127065
85.45634,36.3950257412
85.53092,36.3940135833333
85.6055,36.3930014254667
85.71206,36.3919892676
85.81862,36.3701817998
85.92518,36.3804766154
86.03174,36.390771431
86.1383,36.3910879439667
86.204875,36.3914044569333
86.27145,36.3917209699
86.338025,36.3919289835333
86.4046,36.3921369971667
86.50582,36.3923450108
86.60704,36.39274424285
86.70826,36.3931434749
86.80948,36.3890101814
86.9107,36.3926886685667
87.0066,36.3963671557333
87.1025,36.4000456429
87.1984,36.39970083375
87.2943,36.3993560246
87.3902,36.4033284260333
87.47012,36.4073008274667
87.55004,36.4112732289
87.62996,36.4161846011
87.70988,36.4166333004333
87.7898,36.4170819997667
87.88036,36.4175306991
87.97092,36.41544128955
88.06148,36.41335188
88.15204,36.4137548983
88.2426,36.4141579166
88.3172,36.4145609349
88.3918,36.4139712779
88.4664,36.4133816209
88.541,36.4137199412
88.6156,36.4137925905333
88.69018,36.4138652398667
88.76476,36.4139378892
88.83934,36.4140078328
88.91392,36.4140777764
88.9885,36.4131740774
89.08972,36.4122703784
89.19094,36.4113666794
89.29216,36.4166007378
89.39338,36.4153603084333
89.4946,36.4141198790667
89.547875,36.4128794497
89.60115,36.41564327575
89.654425,36.4184071018
89.7077,36.4181375043667
89.79294,36.4178679069333
89.87818,36.4175983095
89.96342,36.4234192233
90.04866,36.4292401371
90.1339,36.42973223535
90.2298,36.4302243336
90.3257,36.43060207055
90.4216,36.4309798075
90.5175,36.4314942241667
90.6134,36.4320086408333
90.68798,36.4325230575
90.76256,36.43055583875
90.83714,36.42858862
90.91172,36.4340418267
90.9863,36.4371076676667
91.07154,36.4401735086333
91.15678,36.4432393496
91.24202,36.44468897435
91.32726,36.4461385991
91.4125,36.4457362571
91.48176,36.4453339151
91.55102,36.4449315731
91.62028,36.44462747565
91.68954,36.4443233782
91.7588,36.4443018452
91.86002,36.4442803122
91.96124,36.4447996361
92.06246,36.44531896
92.16368,36.4449793492333
92.2649,36.4446397384667
92.3608,36.4443001277
92.4567,36.44482882125
92.5526,36.4453575148
92.6485,36.4450127552
92.7444,36.4448142133
92.864275,36.4446156714
92.98415,36.4444171295
93.104025,36.4447209049667
93.2239,36.4450246804333
93.33578,36.4453284559
93.44766,36.44528074685
93.55954,36.4452330378
93.67142,36.4453268604333
93.7833,36.4454206830667
93.8632,36.4455145057
93.9431,36.4450597115
94.023,36.44428463045
94.1029,36.4435095494
94.1828,36.4427385834667
94.24674,36.4419676175333
94.31068,36.4411966516
94.37462,36.4436860851
94.43856,36.4461755186
94.5025,36.4445747444
94.57708,36.4429739702
94.65166,36.44384152995
94.72624,36.4447090897
94.80082,36.4461643209667
94.8754,36.4476195522333
94.98728,36.4490747835
95.09916,36.45127207105
95.21104,36.4534693586
95.32292,36.4540119489667
95.4348,36.4545545393333
95.53602,36.4550971297
95.63724,36.4519701851
95.73846,36.45045113785
95.83968,36.4489320906
95.9409,36.4495765635333
96.03148,36.4502210364667
96.12206,36.4508655094
96.21264,36.45084978375
96.30322,36.4508340581
96.3938,36.4548867107
96.47904,36.4589393633
96.56428,36.45895334075
96.64952,36.4589673182
96.73476,36.4589838041667
96.82,36.4590002901333
96.8999,36.4590167761
96.9798,36.4582153855
97.0597,36.4574139949
97.1396,36.4574566945667
97.2195,36.4574993942333
97.28876,36.4575420939
97.35802,36.4564771096
97.42728,36.45637649125
97.49654,36.4562758729
97.5658,36.4564530793333
97.699,36.4566302857667
97.8322,36.4568074922
97.9654,36.4563453677
98.0986,36.4558832432
98.18916,36.4554211187
98.27972,36.4483349985
98.37028,36.44674284365
98.46084,36.4451506888
98.5514,36.4439882518333
98.63132,36.4428258148667
98.71124,36.4416633779
98.79116,36.44245519665
98.87108,36.4432470154
98.951,36.4490773186
99.02026,36.4549076218
99.08952,36.45604229315
99.15878,36.4571769645
99.22804,36.4537628254333
99.2973,36.4503486863667
99.3772,36.4469345473
99.4571,36.4392700624
99.537,36.4316055775
99.6169,36.4355085781333
99.6968,36.4394115787667
99.80344,36.4433145794
99.91008,36.4278718457
100.01672,36.42402865065
100.12336,36.4201854556
100.23,36.4264199145
100.3204,36.4326543734
100.4108,36.4388888323
100.5012,36.43988397015
100.5916,36.440879108
100.682,36.4411066611667
100.782,36.4413342143333
100.882,36.4415617675
100.982,36.4416854328
101.082,36.4385887353667
101.1406,36.4354920379333
101.1992,36.4323953405
101.2578,36.43067559375
101.3164,36.428955847
101.375,36.4300042456
101.4602,36.4310526442
101.5454,36.4321010428
101.6306,36.430964444
101.7158,36.4310655022
101.801,36.4311665604
101.9076,36.4312676186
102.0142,36.43050246695
102.1208,36.4297373153
102.2274,36.4306725208667
102.334,36.4316077264333
102.414,36.432542932
102.494,36.43242754095
102.574,36.4323121499
102.654,36.4288410972
102.734,36.4287704054667
102.8084,36.4286997137333
102.8828,36.428629022
102.9572,36.42810446325
103.0316,36.4275799045
103.106,36.4258451662667
103.1806,36.4241104280333
103.2552,36.4223756898
103.3298,36.4267484754
103.4044,36.4243880854
103.479,36.4220276954
103.5802,36.4196673054
103.6814,36.4220493335
103.7826,36.4244313616
103.8838,36.4228230402333
103.985,36.4212147188667
104.0704,36.4196063975
104.1558,36.4279601383
104.2412,36.42989451765
104.3266,36.431828897
104.412,36.4322232715667
104.5185,36.4326176461333
104.625,36.4330120207
104.7315,36.4329789228333
104.838,36.4329458249667
104.9286,36.4329127271
105.0192,36.4329691426
105.1098,36.4330255581
105.2004,36.4344096158
105.291,36.4356260904333
105.3442,36.4368425650667
105.3974,36.4380590397
105.4506,36.4401896712
105.5038,36.4423203027
105.557,36.4425418791667
105.653,36.4427634556333
105.749,36.4429850321
105.845,36.442845594
105.941,36.4427061559
106.037,36.4470884035
106.1116,36.4514706511
106.1862,36.4540328095
106.2608,36.4565949679
106.3354,36.4569482359
106.41,36.4573015039
106.4418,36.4576547719
106.4736,36.4587111658
106.5054,36.4597675597
106.5372,36.4527469454
106.569,36.4533513132667
106.681,36.4539556811333
106.793,36.454560049
106.905,36.45596458285
107.017,36.4573691167
107.129,36.4577099600333
107.2196,36.4580508033667
107.3102,36.4583916467
107.4008,36.45783699095
107.4914,36.4572823352
107.582,36.45480772835
107.6458,36.4523331215
107.7096,36.45149841455
107.7734,36.4506637076
107.8372,36.4510830021333
107.901,36.4515022966667
107.98775,36.4519215912
108.0745,36.4521208954
108.16125,36.4523201996
108.248,36.45122443055
108.3332,36.4501286615
108.4184,36.44712559055
108.5036,36.4441225196
108.5888,36.4439160932
108.674,36.4437096668
108.7592,36.4435032404
108.8444,36.4464226226
108.9296,36.4493420048
109.0148,36.4495329461333
109.1,36.4497238874667
109.164,36.4499148288
109.228,36.447589622
109.292,36.44813103695
109.356,36.4486724519
109.42,36.445990221
109.4946,36.4433079901
109.5692,36.4406257592
109.6438,36.43883836295
109.7184,36.4370509667
109.793,36.43369056315
109.8834,36.4303301596
109.9738,36.43339353295
110.0642,36.4364569063
110.1546,36.4350183308
110.245,36.4335797553
110.3196,36.4321411798
110.3942,36.43254786345
110.4688,36.4329545471
110.5434,36.4290867362
110.618,36.4252189253
110.6714,36.4213511144
110.7248,36.4470287724
110.7782,36.4514748167
110.8316,36.455920861
110.885,36.4541654184
110.9914,36.4524099758
111.0978,36.4506545332
111.2042,36.4499587458
111.3106,36.4492629584
111.417,36.44915902775
111.52375,36.4490550971
111.6305,36.4493574671
111.73725,36.4496598371
111.844,36.4491144534667
111.8918,36.4485690698333
111.9396,36.4480236862
111.9874,36.44735929185
112.0352,36.4466948975
112.083,36.4464370478333
112.179,36.4461791981667
112.275,36.4459213485
112.371,36.4455877438
112.467,36.4449168047667
112.563,36.4442458657333
112.6268,36.4435749267
112.6906,36.4423814833
112.7544,36.4411880399
112.8182,36.4405454588667
112.882,36.4399028778333
112.9674,36.4392602968
113.0528,36.4341000139
113.1382,36.43352990955
113.2236,36.4329598052
113.309,36.4330343841667
113.3728,36.4331089631333
113.4366,36.4331835421
113.5004,36.42776210155
113.5642,36.422340661
113.628,36.4222174097667
113.7134,36.4220941585333
113.7988,36.4219709073
113.8842,36.412757885
113.9696,36.4112185022
114.055,36.4096791194
114.1294,36.4081397366
114.2038,36.40700792465
114.2782,36.4058761127
114.3526,36.4068417314
114.427,36.4078073501
114.53375,36.4087729688
114.6405,36.405020421
114.74725,36.4044495549
114.854,36.4038786888
114.9232,36.4033078227
114.9924,36.4011422744
115.0616,36.3989767261
115.1308,36.3982697163
115.2,36.3975627065
115.2746,36.3968556967
115.3492,36.39590969615
115.4238,36.3949636956
115.4984,36.3949061434
115.573,36.3941127425
115.637,36.3933193416
115.701,36.3925259407
115.765,36.39133509955
115.829,36.3901442584
115.893,36.3891246584667
115.9728,36.3881050585333
116.0526,36.3870854586
116.1324,36.3884558315
116.2122,36.3879190014667
116.292,36.3873821714333
116.3826,36.3868453414
116.4732,36.3857202081
116.5638,36.3845950748
116.6544,36.3856373934333
116.745,36.3866797120667
116.809,36.3877220307
116.873,36.3889709297
116.937,36.3902198287
117.001,36.3850702695
117.065,36.3868686347667
117.1448,36.3886670000333
117.2246,36.3904653653
117.3044,36.39048701705
117.3842,36.3905086688
117.464,36.3901535916667
117.5492,36.3897985145333
117.6344,36.3894434374
117.7196,36.3900056479
117.8048,36.3883983381
117.89,36.3867910283
117.98325,36.3851837185
118.0765,36.3831159427
118.16975,36.3810481669
118.263,36.3812730159667
118.359,36.3814978650333
118.455,36.3817227141
118.551,36.3773386944
118.647,36.3729546747
118.743,36.372116022
118.7856,36.3712773693
118.8282,36.37529173755
118.8708,36.3793061058
118.9134,36.3791412702333
118.956,36.3789764346667
119.0466,36.3788115991
119.1372,36.3778910869
119.2278,36.3769705747
119.3184,36.3730218167
119.409,36.3722393413
119.4836,36.3714568659
119.5582,36.3706743905
119.6328,36.3689558278
119.7074,36.3672372651
119.782,36.3659011712667
119.8884,36.3645650774333
119.9948,36.3632289836
120.1012,36.36227392375
120.2076,36.3613188639
120.314,36.35709009885
120.3674,36.3528613338
120.4208,36.35248952765
120.4742,36.3521177215
120.5276,36.3522731460333
120.581,36.3524285705667
120.6608,36.3525839951
120.7406,36.3509914132
120.8204,36.3493988313
120.9002,36.3453742462
120.98,36.3444204980333
121.1065,36.3434667498667
121.233,36.3425130017
121.3595,36.3409891271333
121.486,36.3394652525667
121.5606,36.337941378
121.6352,36.3342915584
121.7098,36.3306417388
121.7844,36.3315879099667
121.859,36.3325340811333
121.9496,36.3334802523
122.0402,36.3340732472
122.1308,36.33238562925
122.2214,36.3306980113
122.312,36.3286387182333
122.3654,36.3265794251667
122.4188,36.3245201321
122.4722,36.32350524735
122.5256,36.3224903626
